image_id,image_path,row_alignment_score,column_alignment_score,layout_structure_score,notes
img_337,data/diagrams/ViewClassDiagram_1..png,0.8500,0.7400,0.7400,The boxes form distinct rows with minor vertical jitter and reasonably clear columns though some boxes show slight horizontal offsets.
img_338,data/diagrams/ViewDesign.png,0.8200,0.6900,0.6900,Boxes form several clean horizontal rows with small vertical jitter but column alignment is moderate due to some staggered placements.
img_339,data/diagrams/VisitorClassDiagram.png,0.8500,0.7500,0.7500,Boxes form several clear horizontal rows with minor jitter and reasonably well-aligned vertical columns with some offsets.
img_340,data/diagrams/Warehousing Class Diagram.jpg,0.8500,0.7500,0.7500,"Boxes generally form distinct rows and columns with some minor vertical and horizontal offsets, resulting in an overall organized grid layout."
img_341,data/diagrams/WorkedHoursClassDiagram.fw.png,0.7500,0.6800,0.6800,Boxes mostly form a few horizontal rows with some vertical jitter and a looser column alignment creating a generally structured but imperfect grid.
img_342,data/diagrams/Workshop2BoatSystemClassdiagram.png,0.8500,0.7000,0.7000,Boxes are well grouped into distinct horizontal rows with some minor vertical jitter and generally aligned into columns but with noticeable horizontal offsets among some boxes.
img_343,data/diagrams/Workshop2Classdiagram_NEW.jpg,0.7500,0.6800,0.6800,Boxes form several clear rows with minor vertical jitter and exhibit somewhat less consistent column alignment with some staggered positions.
img_344,data/diagrams/WorldObjectsArchitecture.png,0.9500,0.8000,0.8000,Boxes form very clean horizontal rows with slight vertical jitter and mostly consistent vertical columns with some minor horizontal offsets.
img_345,data/diagrams/XYGraphUML.png,0.8800,0.7300,0.7300,"Boxes form several distinct horizontal rows with minor vertical jitter, while columns are generally aligned though with some staggered positioning."
img_346,data/diagrams/abstract_factory_uml.png,0.8800,0.7500,0.7500,Boxes generally align well into distinct horizontal rows with minor vertical jitter and show reasonable but less precise vertical column alignment.
img_347,data/diagrams/act-obj_class-diagram.png,0.8800,0.7400,0.7400,Boxes form several fairly clean horizontal rows with some minor vertical jitter and broadly aligned columns that show some staggered placement.
img_348,data/diagrams/airline_uml.jpeg,0.7700,0.6300,0.6300,Boxes generally form several horizontal rows with moderate vertical jitter but columns are less consistent and somewhat staggered.
img_349,data/diagrams/alarm_controller_class_diagram.png,0.8500,0.6500,0.6500,Boxes form several mostly clean horizontal rows with some minor vertical jitter but column alignment is weaker with more staggered boxes resulting in a moderate overall grid structure.
img_350,data/diagrams/andengine_classdiagram.png,0.8700,0.7200,0.7200,Boxes form several fairly distinct horizontal rows with some minor vertical jitter and a looser but still evident vertical column alignment.
img_351,data/diagrams/appenderClassDiagram.jpg,0.8500,0.7000,0.7000,Boxes form several distinct horizontal rows with some small vertical jitter and columns are less tightly aligned causing a generally structured but not fully grid-like layout.
img_352,data/diagrams/architecture-design.jpeg,0.8500,0.7300,0.7300,Boxes generally align well into several distinct horizontal rows and vertical columns with some noticeable but minor offsets and jitter.
img_353,data/diagrams/architecture-modelclasses.png,0.7500,0.5500,0.5500,"Boxes are arranged in a few horizontal rows but column alignment is loose and staggered, resulting in a mixed overall layout structure."
img_354,data/diagrams/architecture.jpg,0.8500,0.7000,0.7000,Boxes generally form several clean horizontal rows with some minor vertical jitter and moderately clear vertical columns with noticeable offsets.
img_355,data/diagrams/architectureCache.png,0.8500,0.7200,0.7200,Boxes mostly form distinct horizontal rows with minor vertical variations and show reasonable but somewhat staggered column alignment.
img_356,data/diagrams/architecture_05.png,0.8500,0.6500,0.6500,Boxes are well aligned in distinct horizontal rows but show noticeable horizontal offsets resulting in weaker column alignment.
img_357,data/diagrams/architecture_101..png,0.8500,0.6500,0.6500,Boxes form distinctly clean rows with slight vertical jitter but show more variability in column alignment resulting in a generally structured layout with some irregular spacing.
img_358,data/diagrams/architecture_215..png,0.9000,0.7500,0.7500,The boxes form mostly clean horizontal rows with minimal vertical jitter and relatively well-aligned columns with a few noticeable offsets.
img_359,data/diagrams/architecture_57..png,0.8800,0.7500,0.7500,Boxes mostly align well into several clean rows and columns with some minor deviations and one moderate vertical cluster.
img_360,data/diagrams/asteroids_uml.png,0.8500,0.6500,0.6500,"Boxes form several clear horizontal rows with minimal vertical jitter, but column alignment is weaker with more staggered placements."
img_361,data/diagrams/avengersSprint2UML.jpg,0.7600,0.6200,0.6200,Boxes generally align in several horizontal rows but show more variation in vertical column placement leading to a moderately structured grid.
img_362,data/diagrams/avengersUML.jpg,0.7500,0.6500,0.6500,The boxes generally form clear horizontal rows but the vertical column alignment is less consistent with several staggered boxes.
img_363,data/diagrams/bankingClassDiagram.png,0.8600,0.7400,0.7400,"Boxes form several distinct horizontal rows with minor vertical jitter, and columns are generally aligned though with some horizontal offset."
img_364,data/diagrams/basic-architecture-connectors.png,0.8500,0.6800,0.6800,"The boxes form several distinct horizontal rows with minor vertical jitter but column alignment is less consistent, resulting in a generally structured but not fully grid-like layout."
img_365,data/diagrams/basic-architecture-patterns.png,0.8200,0.6800,0.6800,"The boxes form several distinct rows with small vertical jitter but columns show some uneven spacing and offsets, resulting in a generally structured layout with moderate column alignment."
img_366,data/diagrams/basics_components_class_diagram.png,0.8500,0.7500,0.7500,Boxes form several distinct horizontal rows and vertical columns with some minor offsets and jitter causing mild irregularity.
img_367,data/diagrams/beanClassUML.png,0.8700,0.7500,0.7500,Boxes form several distinct horizontal rows and vertical columns with some minor jitter and a few boxes slightly offset.
img_368,data/diagrams/bridge-design-pattern-450x196.png,0.8500,0.7200,0.7200,The boxes form clear horizontal rows with small jitter and mostly align into a few vertical columns with some offsets.
img_369,data/diagrams/bridge_pattern_uml_diagram.jpg,0.8900,0.7500,0.7500,"Boxes are arranged in several distinct horizontal rows and vertical columns with minor offsets, showing a generally structured grid-like layout."
img_370,data/diagrams/builder_pattern_uml_diagram.jpg,0.8500,0.7500,0.7500,The boxes form several clear horizontal rows and somewhat aligned vertical columns with minor spacing inconsistencies.
img_371,data/diagrams/business_uml_diagram.png,0.8500,0.7000,0.7000,"Boxes form distinct horizontal rows with some vertical jitter and generally clear vertical columns with a few offsets, resulting in an overall structured but not perfectly grid-aligned layout."
img_372,data/diagrams/class diagram (2).jpeg,0.7500,0.6800,0.6800,Boxes generally form clear horizontal bands with some vertical jitter and moderate column alignment that is somewhat staggered.
img_373,data/diagrams/class diagram - crugeconnector.png,0.7500,0.6200,0.6200,"The boxes mostly align into several horizontal rows with some vertical jitter, while column alignment is weaker with noticeable staggering and less clear vertical grouping."
img_374,data/diagrams/class diagram 1.png,0.8500,0.6500,0.6500,"Boxes generally align into clear horizontal rows with some vertical jitter, but column alignment is less consistent with several offsets and staggered positions."
img_375,data/diagrams/class diagram 2.png,0.8800,0.7500,0.7500,Boxes mostly form several clean rows with small vertical jitter and several clear columns but with some horizontal offsets and less tight grouping.
img_376,data/diagrams/class diagram CD v2.png,0.8200,0.7000,0.7000,Boxes generally form several distinct horizontal rows with moderate vertical jitter and some staggered columns creating a mostly structured layout.
img_377,data/diagrams/class diagram eXceed.png,0.8800,0.7500,0.7500,"The boxes form several distinct horizontal rows with minor vertical jitter and generally align into a few vertical columns, though some horizontal offsets reduce the column neatness."
img_378,data/diagrams/class diagram pizza photo_1..jpg,0.8300,0.7500,0.7500,Boxes form clear horizontal rows with slight vertical jitter and generally align into columns with some offsets.
img_379,data/diagrams/class diagram-withoutOper.png,0.8700,0.6200,0.6200,The boxes generally form distinct horizontal rows with slight vertical jitter but show weaker column alignment due to staggered horizontal positions.
img_380,data/diagrams/class diagram.jpeg,0.8200,0.6800,0.6800,"Boxes form several clear horizontal rows, but vertical alignment shows more variation and staggered columns."
img_381,data/diagrams/class diagram4.png,0.8300,0.7500,0.7500,Boxes form several clear horizontal rows and vertical columns with some minor offsets and uneven spacing.
img_382,data/diagrams/class diagram_3..bmp,0.8500,0.7000,0.7000,Boxes exhibit clear row alignment with minor vertical jitter but column alignment is somewhat loose with noticeable horizontal offsets.
img_383,data/diagrams/class diagram_6..png,0.8300,0.6800,0.6800,"The boxes mainly align into distinct horizontal rows, but vertical columns show more variation and staggered positioning."
img_384,data/diagrams/class diagram_7..png,0.8200,0.6800,0.6800,"Boxes mostly form distinct horizontal rows with moderate vertical jitter and some loosely aligned columns, resulting in a generally structured but imperfect grid layout."
img_385,data/diagrams/class-diagram-no-methods.png,0.8300,0.7500,0.7500,Boxes mostly align into several clean horizontal rows and vertical columns with some minor offsets and vertical jitter.
img_386,data/diagrams/class-diagram.jpg,0.8200,0.6900,0.6900,"The boxes form distinct horizontal rows with minor vertical jitter and somewhat less consistent vertical columns, resulting in a generally structured but imperfect grid layout."
img_387,data/diagrams/class-diagram.png,0.8200,0.6800,0.6800,Boxes generally form clear rows with moderate vertical precision but columns show more stagger and horizontal jitter leading to a somewhat loose grid overall.
img_388,data/diagrams/class-diagram_10..png,0.7500,0.4500,0.4500,Boxes form a few somewhat aligned rows but show weak column alignment with several boxes between columns.
img_389,data/diagrams/class-diagram_11..png,0.8200,0.6800,0.6800,"The boxes mostly form several distinct horizontal rows with small vertical jitter, but the vertical alignment into columns is less consistent with some staggered positions."
img_390,data/diagrams/class-diagram_14..png,0.8600,0.6900,0.6900,"The boxes form several distinct rows with small vertical jitter and fairly clear columns but exhibit some horizontal offsets and uneven spacing, resulting in a good but not perfect grid alignment."
img_391,data/diagrams/class-diagram_7..png,0.8500,0.7200,0.7200,"Boxes generally form several distinct horizontal rows and vertical columns, with some minor stagger and outliers."
img_392,data/diagrams/class-diagram_8..png,0.7800,0.6500,0.6500,"Boxes mostly form several distinct horizontal rows but show moderate horizontal jitter, causing only partial column alignment and a less regular grid."
img_393,data/diagrams/class-diagram_9..png,0.8500,0.7500,0.7500,Boxes exhibit strong row alignment and reasonably good column alignment with minor offsets resulting in a generally structured grid layout.
img_394,data/diagrams/class-diagrams.png,0.8200,0.6500,0.6500,"Boxes form several clear horizontal rows with some vertical jitter, while column alignment is weaker with noticeable staggering and less consistent grouping."
img_395,data/diagrams/classDiagram (2).jpeg,0.8300,0.6800,0.6800,"Most boxes align well into clean horizontal rows with some minor vertical jitter, but column alignment is less consistent with noticeable horizontal offsets."
img_396,data/diagrams/classDiagram.png,0.8500,0.6500,0.6500,"Boxes form clear horizontal rows but vertical alignment into columns is more staggered, leading to moderate overall grid structure."
img_397,data/diagrams/classDiagram5.png,0.8500,0.7200,0.7200,The boxes generally form distinct horizontal rows with some vertical jitter and clearer columns though a few boxes are slightly off alignment.
img_398,data/diagrams/classDiagramControllers.jpg,0.8600,0.7500,0.7500,Most boxes are well grouped into several horizontal rows with good vertical consistency and form mostly clear vertical columns with some minor horizontal offsets.
img_399,data/diagrams/classDiagramLaucher.jpg,0.8200,0.6900,0.6900,Boxes generally form several clean horizontal rows but column alignment is looser with some noticeable offsets.
img_400,data/diagrams/classDiagramRDH.jpeg,0.8500,0.6500,0.6500,Boxes are well aligned into a few distinct rows but column alignment is weaker with some noticeable horizontal offsets.
img_401,data/diagrams/classDiagramViews.jpg,0.8800,0.7600,0.7600,Boxes form several clear horizontal rows and columns with some variability in vertical and horizontal positions resulting in a generally structured layout.
img_402,data/diagrams/class_diagram.jpeg,0.7500,0.6700,0.6700,Boxes generally cluster into several distinct rows with moderate vertical jitter and show some column alignment but with less consistency and noticeable horizontal offsets.
img_403,data/diagrams/class_diagram_1..jpg,0.8200,0.6800,0.6800,Boxes show clear horizontal banding into rows but column alignment is looser with some staggered positions and offsets.
img_404,data/diagrams/class_diagram_1..png,0.7500,0.6500,0.6500,The boxes mostly form several horizontal rows with some vertical jitter and moderately column-aligned but there is noticeable horizontal staggering affecting overall neatness.
img_405,data/diagrams/class_diagram_10..png,0.8500,0.7600,0.7600,Boxes mostly align into clear rows and columns forming a well-structured grid with some minor offsets and jitter.
img_406,data/diagrams/class_diagram_126..png,0.8300,0.6900,0.6900,Boxes generally align well into distinct horizontal rows with some vertical jitter and moderate column grouping but several noticeable horizontal offsets reduce column alignment clarity.
img_407,data/diagrams/class_diagram_128..png,0.8500,0.7000,0.7000,Boxes form several distinct horizontal rows with minor vertical jitter and a looser column alignment with some staggered boxes.
img_408,data/diagrams/class_diagram_155..png,0.7700,0.6500,0.6500,Boxes generally form clear horizontal rows though some vertical placement variation and looser column alignment reduce overall grid structure.
img_409,data/diagrams/class_diagram_159..png,0.8500,0.7200,0.7200,The boxes mostly form well-defined horizontal rows and several vertical columns with some minor misalignment and offsets.
img_410,data/diagrams/class_diagram_185..png,0.8800,0.7200,0.7200,"Boxes form several distinct horizontal rows with some minor vertical jitter, while column alignment is evident but displays more horizontal offsets and staggered placements."
img_411,data/diagrams/class_diagram_186..png,0.8800,0.7500,0.7500,Boxes demonstrate clear horizontal banding with some vertical jitter and reasonably consistent vertical columns though not perfectly aligned.
img_412,data/diagrams/class_diagram_188..png,0.8500,0.7500,0.7500,Most boxes align into several distinct horizontal rows and vertical columns with some minor offsets and jitter.
img_413,data/diagrams/class_diagram_2..jpg,0.8500,0.7200,0.7200,Boxes form mostly clear rows with small vertical jitter and show reasonable but less consistent column alignment creating an overall structured layout.
img_414,data/diagrams/class_diagram_2..png,0.8800,0.7500,0.7500,The boxes generally form clear rows and columns with some vertical and horizontal offsets causing minor irregularities.
img_415,data/diagrams/class_diagram_21. (2).png,0.7300,0.6500,0.6500,"Boxes generally form clear rows but column alignment is less consistent, resulting in a moderately structured overall layout."
img_416,data/diagrams/class_diagram_21..png,0.8500,0.7200,0.7200,Boxes form several clear horizontal rows and vertical columns with some minor offsets and jitter.
img_417,data/diagrams/class_diagram_24..png,0.8500,0.6500,0.6500,Boxes mostly form clear horizontal rows with minor vertical jitter but column alignment is looser with more staggered positions.
img_418,data/diagrams/class_diagram_25..png,0.8500,0.7200,0.7200,"Most boxes align into several clear horizontal rows with some slight vertical jitter, and columns are generally consistent though with a few staggered boxes."
img_419,data/diagrams/class_diagram_29..png,0.8200,0.6800,0.6800,"Boxes generally align well in horizontal rows with some minor vertical jitter, but column alignment is less precise with noticeable offsets."
img_420,data/diagrams/class_diagram_32..png,0.8500,0.7500,0.7500,Boxes generally form clear horizontal rows and vertical columns with some noticeable but moderate offsets and irregular spacing.
img_421,data/diagrams/class_diagram_36..png,0.8500,0.7200,0.7200,Most boxes form several clean horizontal rows with minor vertical jitter and reasonably clear vertical columns despite some offsets and stagger.
img_422,data/diagrams/class_diagram_48..png,0.8500,0.6500,0.6500,Boxes form mostly clear horizontal rows but the vertical alignment is less consistent with several staggered columns.
img_423,data/diagrams/class_diagram_5..jpg,0.8500,0.6500,0.6500,The boxes mostly align into distinct horizontal rows but show moderate irregularity and inconsistency in vertical column alignment.
img_424,data/diagrams/class_diagram_59..png,0.7500,0.6000,0.6000,Boxes generally form several horizontal rows but column alignment is less consistent with some staggered placements.
img_425,data/diagrams/class_diagram_63..png,0.8200,0.6800,0.6800,Boxes mostly align into clear horizontal rows with moderate column alignment but some uneven spacing and jitter reduce the overall grid structure.
img_426,data/diagrams/class_diagram_66..png,0.8700,0.6800,0.6800,Boxes form several clear horizontal rows but column alignment is looser with some staggered boxes reducing overall grid structure.
img_427,data/diagrams/class_diagram_9..jpg,0.8500,0.7500,0.7500,Boxes form several fairly distinct horizontal rows and vertical columns with minor offsets and some staggered positions.
img_428,data/diagrams/class_diagram_Knowledge.png,0.8500,0.6800,0.6800,"Boxes are well aligned in clear rows with minor vertical jitter, but column alignment is less consistent with some noticeable horizontal offsets."
img_429,data/diagrams/class_diagram_ProjetoSI_completo.png,0.8300,0.7500,0.7500,The boxes form several clear horizontal rows and vertical columns with some minor offsets and irregular spacing.
img_430,data/diagrams/class_diagram_final_1..png,0.8500,0.7200,0.7200,"Boxes form clear rows with some minor vertical jitter and mostly align in columns with a few offsets, resulting in a generally structured layout."
img_431,data/diagrams/class_diagram_simple.jpg,0.8500,0.7500,0.7500,"The boxes generally align well into several clean horizontal rows and vertical columns, with some minor offsets and slight irregularities."
img_432,data/diagrams/class_diagramm_activity.png,0.8800,0.7200,0.7200,Boxes mostly form clean horizontal rows with some vertical jitter and exhibit moderate column alignment with noticeable horizontal offsets.
img_433,data/diagrams/class_diagramm_database.png,0.8500,0.7500,0.7500,The boxes mostly align into distinct horizontal rows with minor vertical jitter and form several vertical columns though some offsets reduce the column alignment clarity.
img_434,data/diagrams/class_diagramm_database_scheme.png,0.9200,0.7500,0.7500,Boxes form several distinct horizontal rows with minimal vertical jitter while column alignment is clear but slightly less precise due to some staggered positions.
img_435,data/diagrams/class_diagramm_incl_neo4j.png,0.8500,0.6500,0.6500,Boxes form clear horizontal rows with minor vertical jitter but columns are loosely aligned with noticeable horizontal offsets.
img_436,data/diagrams/classdiagram.jpeg,0.8800,0.7500,0.7500,The box centers form well-defined horizontal rows with moderate vertical jitter and reasonably clear vertical columns despite some staggered boxes.
img_437,data/diagrams/classdiagram.jpg,0.8500,0.7200,0.7200,Boxes generally form clear horizontal rows with small vertical jitter and mostly align into several vertical columns despite some staggered positions.
img_438,data/diagrams/classdiagram2.jpeg,0.7500,0.6500,0.6500,Boxes show generally good horizontal alignment into rows but have noticeable irregularity and weaker alignment in columns.
img_439,data/diagrams/classdiagram_1..jpg,0.7500,0.6500,0.6500,"Boxes generally form horizontal rows with some vertical jitter and loose column alignment, showing a moderate grid structure with several irregularities."
img_440,data/diagrams/classdiagram_4..jpg,0.8500,0.7500,0.7500,Boxes form several clear horizontal rows with minor vertical jitter and generally align into columns despite some horizontal offsets.
img_441,data/diagrams/classdiagram_dofus.png,0.8800,0.7500,0.7500,Boxes clearly follow several clean horizontal rows and vertical columns with minor offsets and slight uneven spacing.
img_442,data/diagrams/classdiagramm_javaextractor_adapters.png,0.8200,0.6800,0.6800,The boxes generally form several horizontal rows with minor vertical jitter but column alignment is looser with some staggered and offset boxes.
img_443,data/diagrams/cmis11-types-uml.png,0.8500,0.7500,0.7500,Boxes are well aligned into clear horizontal rows and vertical columns with only minor horizontal and vertical offsets.
img_444,data/diagrams/components_design.png,0.8200,0.6800,0.6800,"Boxes form several clear horizontal rows with modest vertical jitter, but column alignment is less consistent with some staggered positions."
img_445,data/diagrams/conference-class-diagram.png,0.8200,0.6800,0.6800,Boxes show clear horizontal rows but column alignment is less consistent with some noticeable staggering.
img_446,data/diagrams/consmaster-uml.jpg,0.7900,0.6800,0.6800,Boxes mainly form distinct horizontal rows with moderate vertical jitter and vertical columns are less tightly aligned with some staggered placements.
img_447,data/diagrams/decorator-classdiagram.png,0.8700,0.7200,0.7200,Boxes form several distinct horizontal rows with good vertical consistency and moderately clear vertical columns with some horizontal jitter.
img_448,data/diagrams/decorator-diagram3-java.jpg,0.8500,0.6500,0.6500,Boxes form several clear horizontal rows but the column alignment is less precise with some staggered placements.
img_449,data/diagrams/decorator-uml.png,0.8500,0.7300,0.7300,Boxes form mostly clear rows with slight vertical jitter and decent column alignment despite some horizontal offsets.
img_450,data/diagrams/derivation tree Diagram.png,0.8300,0.6800,0.6800,"The boxes mostly form several clear horizontal rows with minor vertical jitter, but the vertical columns show more variation and staggered positioning."
img_451,data/diagrams/design-overview.png,0.8200,0.6800,0.6800,Boxes generally form several horizontal rows with some vertical jitter and a looser column alignment resulting in a moderately structured grid layout.
img_452,data/diagrams/design-pattern-abstract-factory.png,0.9200,0.5500,0.5500,Boxes form very clean horizontal rows but column alignment is moderate with visible horizontal offsets.
img_453,data/diagrams/design-semester2.png,0.8500,0.7500,0.7500,The boxes form several distinct horizontal rows with minor vertical jitter and generally align into columns despite some horizontal offsets.
img_454,data/diagrams/design-tag-er.png,0.9200,0.7900,0.7900,The boxes clearly form multiple well-aligned horizontal rows with slight vertical jitter and mostly well-defined vertical columns with some noticeable horizontal offsets.
img_455,data/diagrams/design_2..jpeg,0.8900,0.7200,0.7200,The boxes mostly form clear horizontal rows with slight vertical jitter and show decent but less precise vertical column alignment.
img_456,data/diagrams/design_34..png,0.8500,0.6800,0.6800,"The boxes form several clear horizontal rows with minor vertical jitter, but column alignment is less consistent due to some staggered placements."
img_457,data/diagrams/design_37..jpg,0.8500,0.6500,0.6500,Boxes form several clear horizontal rows but columns display noticeable offsets and irregular spacing.
img_458,data/diagrams/diag-uml.jpeg,0.8300,0.7400,0.7400,Boxes are generally well aligned into distinct horizontal rows and multiple vertical columns with some minor offsets and slight jitter.
img_459,data/diagrams/diagram klasy.png,0.8500,0.6500,0.6500,Boxes mostly follow clean horizontal rows but column alignment is looser with several boxes staggered between columns.
img_460,data/diagrams/diagram.jpg,0.7500,0.6800,0.6800,The boxes form several clear rows with slight vertical jitter and columns with some offsets and staggered placement resulting in a generally structured but imperfect grid.
img_461,data/diagrams/diagram0.png,0.8500,0.7500,0.7500,The boxes form several distinct horizontal rows and fairly consistent vertical columns with minor offsets and some staggered boxes.
img_462,data/diagrams/diagram0_1..png,0.8700,0.7200,0.7200,Most boxes align well in distinct horizontal rows with some minor vertical jitter and moderate column alignment with noticeable offsets.
img_463,data/diagrams/diagram1_4..png,0.8200,0.6800,0.6800,Boxes form several clear horizontal rows but column alignment is less consistent with noticeable offsets and staggered positions.
img_464,data/diagrams/diagram3_3..png,0.8300,0.7500,0.7600,Boxes form several clear horizontal rows with minor vertical variation and fairly distinct vertical columns despite some slight horizontal offsets.
img_465,data/diagrams/diagram5_2..png,0.8300,0.7200,0.7200,Boxes generally form several clear horizontal rows and vertical columns with some minor offsets and slight unevenness.
img_466,data/diagrams/diagram_121..png,0.8800,0.8000,0.8000,"Boxes form several well-defined horizontal rows and vertical columns with minor deviations, creating a generally clear grid layout."
img_467,data/diagrams/diagram_17..png,0.7500,0.6200,0.6200,"Boxes form several rows reasonably well but columns show moderate irregularity and staggered positions, leading to a moderate overall grid-like structure."
img_468,data/diagrams/diagram_177..png,0.8500,0.7000,0.7000,"Boxes form several clear horizontal rows with minor vertical jitter, but column alignment is looser with some staggered positions."
img_469,data/diagrams/diagram_18..png,0.8300,0.7200,0.7200,"Boxes generally form distinct horizontal rows and vertical columns, though some jitter and slight staggering reduce the overall neatness."
img_470,data/diagrams/diagram_191..png,0.8800,0.7000,0.7000,"Most boxes form clear horizontal rows with only minor vertical jitter, while columns are generally aligned but show some staggered placements."
img_471,data/diagrams/diagram_30..jpg,0.7600,0.5800,0.5800,"Boxes form some clear horizontal rows but show more irregularity and weaker alignment in vertical columns, resulting in a mostly row-based layout with loose column structure."
img_472,data/diagrams/diagram_35..jpg,0.8200,0.6600,0.6600,"Boxes mostly form a few clear horizontal rows but show more variation and offsets in the vertical columns, resulting in a moderately structured layout."
img_473,data/diagrams/diagram_54..png,0.8200,0.7500,0.7500,Boxes mostly form distinct horizontal rows and vertical columns with some minor misalignments and jitter.
img_474,data/diagrams/diagram_62..png,0.8700,0.7500,0.7500,Boxes are well aligned into distinct horizontal rows and mostly consistent vertical columns with some minor offsets.
img_475,data/diagrams/diagram_67..png,0.8700,0.7300,0.7300,The boxes form several well-defined horizontal rows with moderate vertical jitter and generally align into a few clear vertical columns with some offsets.
img_476,data/diagrams/diagram_72..png,0.8200,0.6500,0.6500,"Boxes generally form clear horizontal rows with modest vertical jitter, but columns show more stagger and irregular spacing reducing overall grid structure."
img_477,data/diagrams/diagram_8..png,0.8500,0.7500,0.7500,Most boxes align into a few clear horizontal rows and vertical columns with some minor offsets and spacing variations.
img_478,data/diagrams/diagram_classes.png,0.8200,0.6800,0.6800,Boxes generally form several clear horizontal rows but column alignment is less consistent with some staggered positions.
img_479,data/diagrams/diagram_full.png,0.7500,0.6200,0.6200,Boxes form several reasonably defined horizontal rows but column alignment is weaker with noticeable offsets between some boxes.
img_480,data/diagrams/diagram_ksiegarnia_poprawa_final.png,0.8500,0.6800,0.6800,Boxes form several neat horizontal rows with mild vertical jitter but column alignment is less consistent with some staggered positions.
img_481,data/diagrams/diagram_mpr.png,0.8300,0.7600,0.7600,Boxes mostly form distinct horizontal rows and vertical columns with occasional offsets and some jitter between bands.
img_482,data/diagrams/diagrama de classes_1..jpg,0.7800,0.6800,0.6800,"Boxes generally follow several horizontal rows with small jitter, but column alignment is looser and somewhat staggered, making the overall layout moderately structured."
img_483,data/diagrams/diagrama-classes-grande.png,0.8500,0.7500,0.7500,Boxes align well into several distinct rows with moderate column grouping but some jitter and staggered positions reduce overall grid clarity.
img_484,data/diagrams/diagrama.png,0.8500,0.7300,0.7300,The boxes form generally clear rows and columns with some noticeable jitter and minor offsets in both directions.
img_485,data/diagrams/diagrama1.png,0.7900,0.6500,0.6500,"Boxes form generally clear horizontal rows with minor vertical jitter but have more variability and fewer clean bands in the columns, resulting in a moderately structured grid."
img_486,data/diagrams/diagramaClases_model.png,0.8700,0.7200,0.7200,Boxes form several clear horizontal rows with some vertical jitter and moderately consistent column alignment despite some staggered positioning.
img_487,data/diagrams/diagramaTema5.jpg,0.8500,0.7700,0.7700,Boxes generally align well into distinct horizontal rows and vertical columns with some minor offsets and irregular spacing.
img_488,data/diagrams/diagrama_2..jpg,0.8800,0.7500,0.7500,Boxes are well aligned into several clean horizontal rows and mostly grouped in distinct vertical columns with some minor offsets.
img_489,data/diagrams/diagrama_5..jpg,0.8200,0.7300,0.7300,"Boxes form several distinct horizontal rows with minor vertical jitter and multiple vertical columns with some offsets, resulting in a generally structured but not perfectly grid-aligned layout."
img_490,data/diagrams/diagrama_6..png,0.8500,0.6500,0.6500,"Boxes align well into distinct horizontal rows with minor vertical jitter, but column alignment is less consistent with some staggered positions causing a moderate decline in overall grid structure."
img_491,data/diagrams/diagrama_classes.png,0.7500,0.6800,0.6800,Boxes form generally clear rows with modest vertical jitter and some column alignment but include noticeable offsets and irregular spacing.
img_492,data/diagrams/diagramm_4..png,0.8300,0.7500,0.7500,Boxes predominantly align into multiple clean rows and columns with some minor vertical and horizontal offsets.
img_493,data/diagrams/diagramme.png,0.8200,0.6500,0.6500,"Boxes form several clear horizontal rows with small vertical jitter but columns show noticeable stagger and uneven spacing, reducing overall grid structure."
img_494,data/diagrams/diagrammeJobShop.png,0.7500,0.6800,0.6800,Boxes generally form clear rows with some vertical jitter and moderately aligned columns with noticeable horizontal offsets.
img_495,data/diagrams/diagramme_1..jpg,0.8500,0.7500,0.7500,"Box centers mostly align into clear horizontal rows with minor vertical jitter and show reasonable but less tight vertical column alignment, resulting in a generally structured grid."
img_496,data/diagrams/diagramme_classes_v2.jpg,0.8500,0.6500,0.6500,"Boxes mostly align into distinct horizontal rows, but column alignment is weaker with several boxes staggered, resulting in a moderately structured layout."
img_497,data/diagrams/diagramme_de_classes.png,0.8800,0.7500,0.7500,"Boxes mostly form distinct horizontal rows and vertical columns, though some vertical jitter and minor staggered columns reduce the perfect grid impression."
img_498,data/diagrams/diagramme_developpement_branche_tandem1.jpg,0.8500,0.7500,0.7500,The boxes form mostly clean horizontal rows with minor vertical jitter and moderately aligned columns with some horizontal offsets.
img_499,data/diagrams/diagrammeclasse.png,0.8500,0.7500,0.7500,Boxes generally form distinct horizontal rows and vertical columns with some minor offsets and occasional slight staggering.
img_500,data/diagrams/dienste_automat_klassendiagramm.png,0.8500,0.7500,0.7500,"Boxes generally form clear rows and columns with some minor offsets and jitter, resulting in a well-structured layout."
img_501,data/diagrams/dom-level-class-diagram.png,0.8200,0.6800,0.6800,Boxes align well into distinct horizontal rows with some vertical jitter and moderate column alignment showing occasional horizontal offsets.
img_502,data/diagrams/domainClassDiagram.jpeg,0.8500,0.7500,0.7500,Boxes mostly align into clear horizontal rows with minor vertical jitter and form somewhat consistent vertical columns despite some minor horizontal offsets.
img_503,data/diagrams/edit_tool_design.png,0.8500,0.7200,0.7200,"Boxes form several clear horizontal rows with minor vertical jitter and some loosely aligned vertical columns, resulting in a generally structured grid-like layout."
img_504,data/diagrams/encoding-classdiagram.png,0.8200,0.7000,0.7000,"Boxes generally form a few clear horizontal rows and vertical columns, though some are slightly offset or staggered."
